entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
dev_3017,edge_device,2026-07-03 09:05:31,192.168.1.117,"Port Brian, Factory-Floor",/telemetry/upload,token,255.99,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
usr_1048,user,2026-07-03 09:05:38,205.90.19.158,"Lake Monica, Norfolk Island",/dashboard,token,269.68,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 125.0,normal
dev_3017,edge_device,2026-07-03 09:05:38,192.168.1.117,"Port Brian, Factory-Floor",/status,token,61.1,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3009,edge_device,2026-07-03 09:06:15,192.168.1.109,"New Brianna, Factory-Floor",/status,biometric,186.13,['EXEC /sync'],RTOS v3.0 | MAC:04:8a:a2:2f:4c:34,normal
dev_3008,edge_device,2026-07-03 09:08:54,192.168.1.108,"Craigmouth, Factory-Floor",/telemetry/upload,token,262.39,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
usr_1045,user,2026-07-03 09:09:52,201.129.254.219,"Grahamborough, Malaysia",/reports,token,257.83,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
dev_3016,edge_device,2026-07-03 09:10:53,192.168.1.116,"Brewerland, Factory-Floor",/status,token,55.62,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
svc_2008,service_account,2026-07-03 09:13:01,10.0.0.137,DataCenter-US-East,/healthcheck,certificate,119.01,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1007,user,2026-07-03 09:13:57,114.104.190.52,"Clairemouth, Nepal",/profile,token,173.95,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 129.0,normal
usr_1007,user,2026-07-03 09:14:36,114.104.190.52,"Clairemouth, Nepal",/profile,token,15.47,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 129.0,normal
dev_3006,edge_device,2026-07-03 09:14:55,192.168.1.106,"Brandonburgh, Factory-Floor",/telemetry/upload,token,245.85,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
usr_1002,user,2026-07-03 09:15:42,55.113.106.89,"South Joseph, American Samoa",/api/v1/data,token,84.48,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 121.0,normal
usr_1003,user,2026-07-03 09:17:43,187.195.12.122,"South Holly, Brunei Darussalam",/dashboard,token,258.4,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
usr_1045,user,2026-07-03 09:18:19,201.129.254.219,"Grahamborough, Malaysia",/api/v1/data,token,152.25,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
usr_1022,user,2026-07-03 09:19:16,221.159.211.133,"South Adrianborough, Djibouti",/api/v1/data,token,14.51,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 125.0,normal
svc_2002,service_account,2026-07-03 09:19:57,10.0.0.46,DataCenter-US-East,/healthcheck,certificate,145.49,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3007,edge_device,2026-07-03 09:21:21,192.168.1.107,"Lake Theresa, Factory-Floor",/telemetry/upload,token,237.45,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
svc_2005,service_account,2026-07-03 09:22:05,10.0.0.63,DataCenter-US-East,/internal/sync,certificate,193.05,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3014,edge_device,2026-07-03 09:22:05,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,268.28,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
svc_2003,service_account,2026-07-03 09:22:24,10.0.0.55,DataCenter-US-East,/internal/sync,certificate,85.79,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1010,user,2026-07-03 09:26:48,194.250.91.117,"Lake Jamesport, Tuvalu",/dashboard,token,226.44,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 128.0,normal
svc_2005,service_account,2026-07-03 09:27:09,10.0.0.63,DataCenter-US-East,/healthcheck,certificate,293.36,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1040,user,2026-07-03 09:27:46,117.222.101.185,"New Brittney, Kazakhstan",/profile,token,221.59,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 123.0,normal
dev_3017,edge_device,2026-07-03 09:30:12,192.168.1.117,"Port Brian, Factory-Floor",/status,token,13.03,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3014,edge_device,2026-07-03 09:30:18,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,82.4,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
dev_3011,edge_device,2026-07-03 09:30:56,192.168.1.111,"Muellerstad, Factory-Floor",/telemetry/upload,token,20.3,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
dev_3006,edge_device,2026-07-03 09:31:23,192.168.1.106,"Brandonburgh, Factory-Floor",/telemetry/upload,token,238.73,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
dev_3008,edge_device,2026-07-03 09:31:26,192.168.1.108,"Craigmouth, Factory-Floor",/status,token,200.03,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3006,edge_device,2026-07-03 09:31:58,192.168.1.106,"Brandonburgh, Factory-Floor",/status,token,125.53,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
usr_1005,user,2026-07-03 09:33:17,13.2.208.4,"East Andrea, Lebanon",/dashboard,token,109.23,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 122.0,normal
svc_2008,service_account,2026-07-03 09:33:57,10.0.0.137,DataCenter-US-East,/healthcheck,certificate,280.02,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1046,user,2026-07-03 09:36:59,32.186.31.194,"Lake Melissa, French Polynesia",/reports,token,84.09,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 126.0,normal
dev_3014,edge_device,2026-07-03 09:37:19,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,40.42,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
usr_1040,user,2026-07-03 09:38:19,117.222.101.185,"New Brittney, Kazakhstan",/api/v1/data,token,22.59,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 123.0,normal
svc_2003,service_account,2026-07-03 09:38:23,10.0.0.55,DataCenter-US-East,/internal/sync,certificate,252.74,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1014,user,2026-07-03 09:38:24,208.158.156.37,"Conniemouth, Puerto Rico",/api/v1/data,token,290.48,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 129.0,normal
usr_1008,user,2026-07-03 09:42:10,110.254.52.153,"Odonnellborough, Nauru",/dashboard,token,234.18,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 122.0,normal
dev_3003,edge_device,2026-07-03 09:44:26,192.168.1.103,"Crystalburgh, Factory-Floor",/status,biometric,79.66,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
dev_3012,edge_device,2026-07-03 09:44:34,192.168.1.112,"North Jennifer, Factory-Floor",/status,biometric,267.46,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
usr_1009,user,2026-07-03 09:44:52,212.176.191.38,"Rodriguezberg, Bulgaria",/profile,token,178.33,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
dev_3000,edge_device,2026-07-03 09:45:09,192.168.1.100,"Davidchester, Factory-Floor",/status,token,258.4,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
usr_1032,user,2026-07-03 09:45:31,220.134.176.235,"Joymouth, Panama",/dashboard,token,83.98,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 129.0,normal
dev_3003,edge_device,2026-07-03 09:47:28,192.168.1.103,"Crystalburgh, Factory-Floor",/status,biometric,36.05,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
dev_3006,edge_device,2026-07-03 09:47:28,192.168.1.106,"Brandonburgh, Factory-Floor",/status,token,254.6,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
usr_1030,user,2026-07-03 09:48:11,150.137.205.86,"Maryfurt, Algeria",/dashboard,token,2.75,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 126.0,normal
svc_2002,service_account,2026-07-03 09:49:45,10.0.0.46,DataCenter-US-East,/internal/backup,certificate,96.45,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1015,user,2026-07-03 09:52:14,193.167.7.28,"Riveraburgh, Philippines",/dashboard,token,96.7,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1044,user,2026-07-03 09:52:37,208.149.134.109,"New Marcport, New Caledonia",/profile,token,181.92,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1045,user,2026-07-03 09:53:46,201.129.254.219,"Grahamborough, Malaysia",/dashboard,token,1.35,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
dev_3015,edge_device,2026-07-03 09:54:02,192.168.1.115,"Mooreside, Factory-Floor",/telemetry/upload,token,191.65,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
usr_1009,user,2026-07-03 09:56:43,212.176.191.38,"Rodriguezberg, Bulgaria",/dashboard,token,131.69,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
dev_3005,edge_device,2026-07-03 09:57:05,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,114.02,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3014,edge_device,2026-07-03 09:57:07,192.168.1.114,"Christineburgh, Factory-Floor",/status,token,132.55,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
usr_1012,user,2026-07-03 09:57:08,161.252.75.181,"North Mitchell, Myanmar",/api/v1/data,token,38.09,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 125.0,normal
usr_1047,user,2026-07-03 09:58:09,216.144.7.34,"Erinshire, Norfolk Island",/dashboard,token,297.96,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 120.0,normal
usr_1015,user,2026-07-03 09:59:32,193.167.7.28,"Riveraburgh, Philippines",/reports,token,83.03,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1039,user,2026-07-03 09:59:40,193.100.46.3,"New Douglasbury, Gambia",/reports,token,244.35,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 125.0,normal
dev_3014,edge_device,2026-07-03 10:00:03,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,232.58,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
usr_1009,user,2026-07-03 10:00:09,212.176.191.38,"Rodriguezberg, Bulgaria",/api/v1/data,token,136.64,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
svc_2002,service_account,2026-07-03 10:00:12,10.0.0.46,DataCenter-US-East,/healthcheck,certificate,259.18,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2001,service_account,2026-07-03 10:01:29,10.0.0.127,DataCenter-US-East,/healthcheck,certificate,238.98,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3006,edge_device,2026-07-03 10:02:09,192.168.1.106,"Brandonburgh, Factory-Floor",/status,token,68.68,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
dev_3002,edge_device,2026-07-03 10:06:01,192.168.1.102,"Debraton, Factory-Floor",/status,token,8.12,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
dev_3008,edge_device,2026-07-03 10:09:31,192.168.1.108,"Craigmouth, Factory-Floor",/telemetry/upload,token,156.38,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
usr_1025,user,2026-07-03 10:10:31,196.153.141.109,"Blackhaven, Greenland",/dashboard,token,38.95,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 127.0,normal
svc_2009,service_account,2026-07-03 10:11:18,10.0.0.116,DataCenter-US-East,/internal/sync,certificate,2.96,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1048,user,2026-07-03 10:11:20,205.90.19.158,"Lake Monica, Norfolk Island",/dashboard,token,247.3,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 125.0,normal
usr_1040,user,2026-07-03 10:14:21,117.222.101.185,"New Brittney, Kazakhstan",/api/v1/data,token,252.65,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 123.0,normal
dev_3017,edge_device,2026-07-03 10:14:35,192.168.1.117,"Port Brian, Factory-Floor",/status,token,74.69,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3007,edge_device,2026-07-03 10:15:20,192.168.1.107,"Lake Theresa, Factory-Floor",/status,token,34.89,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
usr_1030,user,2026-07-03 10:18:11,150.137.205.86,"Maryfurt, Algeria",/admin/database/export,token,310.0,"['ELEVATE_PRIVILEGES', 'READ /etc/shadow']",macOS 14.0 | Chrome 126.0,lateral_movement
svc_2004,service_account,2026-07-03 10:22:10,10.0.0.107,DataCenter-US-East,/healthcheck,certificate,183.59,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1022,user,2026-07-03 10:23:31,221.159.211.133,"South Adrianborough, Djibouti",/profile,token,100.3,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 125.0,normal
dev_3012,edge_device,2026-07-03 10:25:00,192.168.1.112,"North Jennifer, Factory-Floor",/telemetry/upload,biometric,67.5,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
usr_1003,user,2026-07-03 10:25:09,187.195.12.122,"South Holly, Brunei Darussalam",/profile,token,87.37,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
dev_3019,edge_device,2026-07-03 10:30:08,192.168.1.119,"Alexandrafurt, Factory-Floor",/status,biometric,164.91,['EXEC /sync'],RTOS v1.0 | MAC:54:3c:eb:3d:b9:99,normal
usr_1029,user,2026-07-03 10:30:29,36.1.159.45,"North Phillipchester, Taiwan",/api/v1/data,token,75.8,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
usr_1041,user,2026-07-03 10:30:40,159.238.39.12,"Lake Martinstad, Seychelles",/profile,token,67.15,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 122.0,normal
usr_1029,user,2026-07-03 10:33:51,36.1.159.45,"North Phillipchester, Taiwan",/api/v1/data,token,99.01,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
usr_1023,user,2026-07-03 10:35:10,212.209.228.156,"Timothyport, Botswana",/api/v1/data,token,254.92,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
usr_1044,user,2026-07-03 10:35:40,208.149.134.109,"New Marcport, New Caledonia",/api/v1/data,token,51.52,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
dev_3008,edge_device,2026-07-03 10:36:10,192.168.1.108,"Craigmouth, Factory-Floor",/telemetry/upload,token,3.96,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
usr_1001,user,2026-07-03 10:36:23,167.242.106.42,"Robertstad, Bangladesh",/reports,token,17.61,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1045,user,2026-07-03 10:36:46,201.129.254.219,"Grahamborough, Malaysia",/api/v1/data,token,177.67,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
usr_1047,user,2026-07-03 10:40:56,216.144.7.34,"Erinshire, Norfolk Island",/profile,token,50.19,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 120.0,normal
dev_3016,edge_device,2026-07-03 10:42:06,192.168.1.116,"Brewerland, Factory-Floor",/telemetry/upload,token,79.74,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
dev_3005,edge_device,2026-07-03 10:42:27,192.168.1.105,"Julieport, Factory-Floor",/status,token,249.47,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3000,edge_device,2026-07-03 10:43:25,192.168.1.100,"Davidchester, Factory-Floor",/telemetry/upload,token,92.75,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
usr_1033,user,2026-07-03 10:44:03,204.31.68.171,"East Donald, San Marino",/reports,token,258.72,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 126.0,normal
usr_1049,user,2026-07-03 10:48:12,221.89.95.218,"Oconnorberg, Norway",/dashboard,token,194.82,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 121.0,normal
svc_2003,service_account,2026-07-03 10:48:39,10.0.0.55,DataCenter-US-East,/internal/sync,certificate,239.28,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1003,user,2026-07-03 10:48:58,187.195.12.122,"South Holly, Brunei Darussalam",/dashboard,token,195.86,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
usr_1016,user,2026-07-03 10:49:04,18.248.153.51,"Lake Melissa, Niger",/profile,token,114.31,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 122.0,normal
dev_3014,edge_device,2026-07-03 10:50:33,192.168.1.114,"Christineburgh, Factory-Floor",/status,token,24.69,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
svc_2001,service_account,2026-07-03 10:52:30,10.0.0.127,DataCenter-US-East,/healthcheck,certificate,92.53,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1004,user,2026-07-03 10:55:16,159.186.118.227,"North Jesse, Sweden",/dashboard,token,256.7,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 128.0,normal
dev_3010,edge_device,2026-07-03 10:55:59,192.168.1.110,"East Heather, Factory-Floor",/status,token,295.32,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
usr_1039,user,2026-07-03 11:00:35,193.100.46.3,"New Douglasbury, Gambia",/profile,token,296.44,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 125.0,normal
usr_1033,user,2026-07-03 11:02:05,204.31.68.171,"East Donald, San Marino",/profile,token,76.55,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 126.0,normal
dev_3013,edge_device,2026-07-03 11:03:29,192.168.1.113,"Ellisport, Factory-Floor",/telemetry/upload,token,175.14,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
usr_1000,user,2026-07-03 11:07:10,1.48.191.252,"Pinedaville, United Arab Emirates",/dashboard,token,268.93,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 123.0,normal
usr_1003,user,2026-07-03 11:10:01,187.195.12.122,"South Holly, Brunei Darussalam",/api/v1/data,token,52.87,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
usr_1045,user,2026-07-03 11:10:33,201.129.254.219,"Grahamborough, Malaysia",/api/v1/data,token,74.57,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
dev_3010,edge_device,2026-07-03 11:12:25,192.168.1.110,"East Heather, Factory-Floor",/status,token,2.91,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
svc_2000,service_account,2026-07-03 11:12:38,10.0.0.194,DataCenter-US-East,/healthcheck,certificate,187.86,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3010,edge_device,2026-07-03 11:12:39,192.168.1.110,"East Heather, Factory-Floor",/telemetry/upload,token,138.77,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
usr_1034,user,2026-07-03 11:16:35,36.18.12.220,"West Kimberly, Iceland",/reports,token,215.44,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 128.0,normal
usr_1035,user,2026-07-03 11:16:59,125.216.178.134,"Ericashire, Latvia",/profile,token,72.13,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 123.0,normal
usr_1012,user,2026-07-03 11:18:01,161.252.75.181,"North Mitchell, Myanmar",/api/v1/data,token,159.46,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 125.0,normal
dev_3005,edge_device,2026-07-03 11:20:31,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,13.57,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3017,edge_device,2026-07-03 11:20:53,192.168.1.117,"Port Brian, Factory-Floor",/status,token,15.78,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3013,edge_device,2026-07-03 11:21:14,192.168.1.113,"Ellisport, Factory-Floor",/status,token,288.86,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
dev_3010,edge_device,2026-07-03 11:21:33,192.168.1.110,"East Heather, Factory-Floor",/telemetry/upload,token,26.73,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
svc_2007,service_account,2026-07-03 11:22:02,10.0.0.12,DataCenter-US-East,/healthcheck,certificate,228.81,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1031,user,2026-07-03 11:22:55,210.70.23.234,"Lake Richard, Vietnam",/reports,token,234.45,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 122.0,normal
usr_1005,user,2026-07-03 11:24:23,13.2.208.4,"East Andrea, Lebanon",/profile,token,167.4,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 122.0,normal
dev_3006,edge_device,2026-07-03 11:25:21,192.168.1.106,"Brandonburgh, Factory-Floor",/telemetry/upload,token,98.61,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
usr_1024,user,2026-07-03 11:26:49,2.203.212.8,"South David, Costa Rica",/reports,token,297.94,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 123.0,normal
usr_1026,user,2026-07-03 11:28:02,204.27.29.7,"East Lisa, Albania",/api/v1/data,token,185.31,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 127.0,normal
usr_1008,user,2026-07-03 11:29:46,110.254.52.153,"Odonnellborough, Nauru",/reports,token,183.12,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 122.0,normal
svc_2002,service_account,2026-07-03 11:34:05,10.0.0.46,DataCenter-US-East,/healthcheck,certificate,81.07,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1010,user,2026-07-03 11:38:12,194.250.91.117,"Lake Jamesport, Tuvalu",/dashboard,token,3.11,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 128.0,normal
dev_3012,edge_device,2026-07-03 11:43:00,192.168.1.112,"North Jennifer, Factory-Floor",/status,biometric,119.51,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
dev_3018,edge_device,2026-07-03 11:43:50,192.168.1.118,"Hawkinsville, Factory-Floor",/telemetry/upload,token,8.57,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
usr_1038,user,2026-07-03 11:44:52,206.22.12.144,"West Lori, Bhutan",/dashboard,token,227.21,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1000,user,2026-07-03 11:48:45,1.48.191.252,"Pinedaville, United Arab Emirates",/reports,token,191.61,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 123.0,normal
usr_1037,user,2026-07-03 11:50:46,203.82.118.41,"Karenbury, Tuvalu",/dashboard,token,276.38,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 125.0,normal
dev_3006,edge_device,2026-07-03 11:51:55,192.168.1.106,"Brandonburgh, Factory-Floor",/telemetry/upload,token,38.65,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
usr_1030,user,2026-07-03 11:51:56,150.137.205.86,"Maryfurt, Algeria",/profile,token,139.44,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 126.0,normal
svc_2007,service_account,2026-07-03 11:52:47,10.0.0.12,DataCenter-US-East,/internal/sync,certificate,91.29,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3017,edge_device,2026-07-03 11:53:41,192.168.1.117,"Port Brian, Factory-Floor",/status,token,39.68,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3005,edge_device,2026-07-03 11:56:32,192.168.1.105,"Julieport, Factory-Floor",/status,token,166.56,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
svc_2003,service_account,2026-07-03 11:57:06,10.0.0.55,DataCenter-US-East,/internal/sync,certificate,151.68,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3016,edge_device,2026-07-03 11:57:58,192.168.1.116,"Brewerland, Factory-Floor",/status,token,270.99,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
usr_1023,user,2026-07-03 11:59:26,212.209.228.156,"Timothyport, Botswana",/reports,token,224.87,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 121.0,normal
svc_2001,service_account,2026-07-03 12:00:15,10.0.0.127,DataCenter-US-East,/internal/sync,certificate,24.9,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2005,service_account,2026-07-03 12:00:17,10.0.0.63,DataCenter-US-East,/internal/sync,certificate,4.24,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1031,user,2026-07-03 12:02:16,210.70.23.234,"Lake Richard, Vietnam",/profile,token,141.67,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 122.0,normal
svc_2009,service_account,2026-07-03 12:02:53,10.0.0.116,DataCenter-US-East,/healthcheck,certificate,295.97,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1041,user,2026-07-03 12:03:54,159.238.39.12,"Lake Martinstad, Seychelles",/reports,token,224.13,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 122.0,normal
usr_1017,user,2026-07-03 12:03:56,148.212.246.24,"Lake Elizabeth, Chile",/profile,token,137.46,"['GET /index', 'POST /data']",macOS 14.2 | Chrome 123.0,normal
dev_3000,edge_device,2026-07-03 12:08:01,192.168.1.100,"Davidchester, Factory-Floor",/telemetry/upload,token,118.92,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
dev_3006,edge_device,2026-07-03 12:10:01,192.168.1.106,"Brandonburgh, Factory-Floor",/status,token,220.34,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
usr_1003,user,2026-07-03 12:14:17,187.195.12.122,"South Holly, Brunei Darussalam",/dashboard,token,23.87,"['GET /index', 'POST /data']",macOS 14.3 | Chrome 126.0,normal
dev_3014,edge_device,2026-07-03 12:15:44,192.168.1.114,"Christineburgh, Factory-Floor",/status,token,164.28,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
usr_1038,user,2026-07-03 12:16:24,206.22.12.144,"West Lori, Bhutan",/reports,token,137.55,"['GET /index', 'POST /data']",macOS 14.0 | Chrome 124.0,normal
usr_1008,user,2026-07-03 12:17:34,110.254.52.153,"Odonnellborough, Nauru",/reports,token,247.11,"['GET /index', 'POST /data']",macOS 14.1 | Chrome 122.0,normal
